description,country,variety
"This is a full, ripe, rich and structured wine. It brings out great fruitiness as well as a textured, dry and solid character. Balanced and concentrated,  this imposing wine needs a couple of years to develop. Drink from 2015.",Portugal,Portuguese Red
"A wood-aged white that is gently spicy, while also ripe and fruity. It has great balance, with its rounded character cut by delicious citrus and peach flavors. It will certainly age, so drink from 2015.",Portugal,Portuguese White
"With crisp citrus aromas, this is a fresh and fragrant wine that shows a cool aspect to the hot Alentejo. Fruit-forward, with subtle hints of wood, a dry texture and some aging potential. Drink now, or hold and try after 2015.",Portugal,Portuguese White
"This wine has a dry, solid character, with more tannins than fruit at this very young stage. Firm now, it will soften although its structure suggests it will likely continue to be a firm, structured wine for many years. Drink from 2020.",Portugal,Portuguese Red
"Made from Pinot Noir, this is a sophisticated and soft wine, its acidity cutting through the richness. There are lemon and green apple flavors followed by a red fruit aftertaste. A delicious, high quality sparkling wine.",Portugal,Pinot Noir
"A new venture from Dirk Niepoort, who has chosen the crisp and fresh Loureiro grape as the base for this tantalizingly refreshing wine. It is dry, dancing lightly on the palate with a lively citrus and grapefruit character.",Portugal,Portuguese White
"It's a ripe wood-aged wine, showing a full body, dark plum flavors and generous tannins. It is maturing well, giving plenty of ripe fruits along with spice and a solid tannic aftertaste.",Portugal,Portuguese Red
"In the full Fonseca style, this aged tawny shows both rich fruit and a more serious wood-aged character. Good acidity follows the sweet initial taste, broadening into ripe flavors of nut, plum jelly, and a final crisp acidity.",Portugal,Port
A brilliantly crisp wine that combines both the creaminess and fruit of Arinto and Chardonnay. Wood aging has added a rounder character. Ready to drink in a year.,Portugal,Portuguese White
"Lightly perfumed, this is an attractive, creamy textured and fruity wine with subtle edginess. It has apricot and mango flavors, shot through with lime acidity and a delicate floral character. Drink now.",Portugal,Verdelho
"A fizzy, bubbly wine that is off-dry, very refreshing and fragrant. Soft flavors of apple, grape and even a touch of honey make this a wine that will slip down easy, especially as an apéritif.",Portugal,Portuguese White
"This is a full-bodied and very ripe wine. It is dry, but has layers of sweet fruits, gentle tannins and suggestions of the wood aging. With spice, some herbal character and great fruitiness, it's ready to drink.",Portugal,Portuguese Red
"A bright pink color from the Touriga Nacional in the wine, this shows a fruity, lightly tannic character. It has red fruit notes, soft acidity and a touch of sweetness at the end.",Portugal,Rosé
"This is a bright, frothy, light Vinho Verde that is very crisp and soft. A perfumed wine that demands to be drunk as a fresh, it has ample acidity and just a touch of sweetness. Screwcap.",Portugal,Portuguese White
"A light and soft wine, this is fruity, with gentle acidity. Apples and lemon juice flavors complement each other to give a bright and fresh aftertaste. Screwcap.",Portugal,Portuguese White
"Finely perfumed, this is a ripe, structured wine. It has juicy acidity, jammy berry fruit flavors and acidity to balance. Concentrated, dense and still developing, this will be an opulent, rich wine. Drink from 2019.",Portugal,Port
"Boasts a huge nose of blackberries and vanilla, with hints of blueberries and tobacco. The flavors capture the essence of Port in their untamed, effusive berry flavors, but in a balanced, dry wine. Firm tannins suggest cellaring 3–5 years.",Portugal,Red Blend
"This is smooth, ripe with toffee and spice flavors that give a dense texture and a soft character to this approachable wine. It has a fine touch of acidity to keep it fresh.",Portugal,Port
"With six months of oak aging, this wine has been smoothed, allowing the tannins to broaden out. Along with the blackberry-jelly flavor, the wine is rich while also structured. It needs a little time, so drink from 2017.",Portugal,Portuguese Red
"This wine, from selections of Touriga Nacional, is dense and firm. It has a dark structure that is only slowly developing to bring out the rich black-currant fruits. It is a ripe wine with a strong, mineral texture to balance the final acidity. Drink from 2018.",Portugal,Touriga Nacional
"A ripe, creamy wine with fine fruit and soft acidity, this is delicious wine to drink now. It has apple and ripe pear fruits along with bright acidity to keep it all fresh. The aftertaste is smooth with just a light tang.",Portugal,Alvarinho
"This is a perfumed wine with fine acidity. The tannins are soft, accompanied by black cherry and ripe berry notes, making this a sweet, rich style. The Quinta Senhora de Ribeira is on the north bank of the Douro, facing Quinta do Vesúvio on the south bank.",Portugal,Port
"A very soft, open style of wine. It has ripe white pear and spice flavors, but everything is muted. It is clean, fresh, with some lemon flavors just creeping in finally.",Portugal,Fernão Pires
"With strong wood flavors this is a wine that shows some good aging. It has spice, toffee and a rich texture. The wine is full, rich, mature and balanced.",Portugal,Port
"This blend of the two classic grapes of Vinho Verde, Loureiro and Alvarinho, is packed with fruit. Apples, lemons and a touch of ripe pear just fill the palate. It is a dry wine, refreshing and crisp with a mineral aftertaste.",Portugal,Portuguese White
"From a small sub-region of Lisboa, this stylish, structured wine is firm and tannic. It has plenty of ripe berry fruit to balance the tannins as well as acidity that cuts through the richness of the wine. It is ready to drink.",Portugal,Portuguese Red
"A soft, open wine, with flavors of wood aging to go with the sweet caramel and red fruit tastes. The wine has just a hint of tannin to hold it all together.",Portugal,Port
"A broad wine, but with flavors of ripe melon, kiwi and an edge of lime. It is rounded and warm, although with a good final crisp edge of acidity.",Portugal,Portuguese White
"Crushed strawberry aromas, followed by flavors that are fresh, sweet and a palate that has the delicious prickle of a young wine. Screwcap.",Portugal,Rosé
An attractive strawberry-flavored wine with light sweetness and a caramel edge. Acidity keeps it lively in a fine apéritif style.,Portugal,Portuguese Rosé
"Get past the pharmacy aromas and this is a pleasant, if rather fat, wine. It has some pear juice flavors along with a final light acidity.",Portugal,Portuguese White
"They say red Vinho Verde is an acquired taste, and with its very tight tannins and acidity, this wine fits the billing. Think of it with sardines or fatty meats.",Portugal,Portuguese Red
"This 100% Syrah Duriense regional wine comes from a vineyard in the Douro Superior. It has dark tannins and the same mineral structure as a Douro wine made from Portuguese grapes. Black fruits are contrasted with immense acidity and tannins. The wine is still young, and will be best from 2018.",Portugal,Syrah
The rarely found red Moscatel grape has produced a beautiful golden-colored wine that is very much in the tradition of fortified Muscats from Setúbal. This has ripe orange and rich dried fig that are balanced by fine acidity. The wine is ready to drink.,Portugal,Moscatel Roxo
